"","host_id","mean_price","min_price","max_price","count_multilisting","host_since","first_seen","last_seen","host_identity_verified","review_scores_rating","host_is_superhost_2019","max_reviews_per_month","min_reviews_per_month","avg_number_reviews","list_count_frame","diff_value","diff_change","exists_in_2019"
"1438","10832128",460,460,460,2,2013,2015,2015,"t",1,"f",5,5,113,1,1,"inc","y"
"1439","10832637",481,481,481,25,2013,2016,2016,"t",41.5,"f",33,32,14,1,24,"inc","y"
"1440","10835806",146,146,146,2,2013,2015,2019,"t",50,"t",140,140,320,1,1,"inc","y"
"1441","10836122",481,481,481,2,2013,2015,2015,"t",NA,"f",3,3,2,1,1,"inc","y"
"1442","108367656",199,199,199,2,2016,2017,2018,"f",1,"f",50,50,3,1,1,"inc","y"
"1443","10836962",565,565,565,2,2013,2018,2018,"t",50,"t",522,522,315,1,1,"inc","y"
"1444","10838145",582,582,582,2,2013,2016,2016,"f",16,"f",24,24,343,1,1,"inc","y"
"1445","10838291",233,233,233,2,2013,2017,2017,"t",1,"f",5,5,2,1,1,"inc","y"
"1446","10838658",43,43,43,2,2013,2018,2018,"t",47,"f",92,92,276,1,1,"inc","y"
"1447","10839658",68,68,68,37,2013,2018,2019,"t",1,"t",140,140,3,NA,NA,NA,"n"
"1448","108406879",3,3,3,25,2016,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1449","10842335",66,66,66,2,2013,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1450","10842596",3,3,3,2,2013,2018,2019,"f",1,"f",394,394,25,NA,NA,NA,"n"
"1451","108426646",570,570,570,2,2016,2018,2018,"f",32,"f",48,48,113,NA,NA,NA,"n"
"1452","108433379",58,58,58,2,2016,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1453","108448613",603,603,603,2,2016,2017,2019,"t",50,"f",48,48,354,1,1,"inc","y"
"1454","108448918",509,509,509,2,2016,2017,2017,"t",49,"f",49,49,36,1,1,"inc","y"
"1455","108457539",509,509,509,2,2016,2018,2018,"t",1,"f",63,63,113,NA,NA,NA,"n"
"1456","10846328",336.5,140,533,25,2013,2014,2018,"f",49,"f",23,23,18.5,2,23,"inc","y"
"1457","108464471",3,3,3,2,2016,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1458","108489381",115,115,115,2,2016,2017,2017,"f",32,"f",4,4,2,1,1,"inc","y"
"1459","10849252",58,58,58,2,2013,2018,2019,"f",1,"f",411,411,14,NA,NA,NA,"n"
"1460","108494755",586,586,586,2,2016,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1461","10850877",221,221,221,67,2013,2019,2019,"t",1,"t",367,367,216,NA,NA,NA,"n"
"1462","10851687",650,650,650,2,2013,2014,2019,"t",46,"t",347,347,76,1,1,"inc","y"
"1463","10852093",92,92,92,2,2013,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1464","10853930",296,296,296,2,2013,2018,2018,"f",1,"f",45,45,2,NA,NA,NA,"n"
"1465","108546781",586,586,586,2,2016,2017,2018,"t",1,"f",24,24,306,1,1,"inc","y"
"1466","10855721",384,384,384,2,2013,2016,2016,"t",1,"f",3,3,2,1,1,"inc","y"
"1467","108561042",401,401,401,2,2016,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1468","10856201",156,156,156,2,2013,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1469","10856865",233,233,233,2,2013,2017,2018,"f",50,"f",107,107,91,1,1,"inc","y"
"1470","108576923",92,92,92,2,2016,Inf,Inf,"t",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1471","108578737",481,481,481,25,2016,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,24,"inc","y"
"1472","10859032",533,533,533,2,2013,2014,2014,"f",28,"f",6,6,276,1,1,"inc","y"
"1473","10859726",469.333333333333,443,522,37,2013,2014,2015,"t",27.3333333333333,"f",17,2,112.333333333333,3,34,"inc","y"
"1474","10859834",92,92,92,2,2013,2016,2019,"t",46,"t",568,568,63,1,1,"inc","y"
"1475","10860081",58,58,58,2,2013,2014,2015,"t",45,"f",18,18,354,1,1,"inc","y"
"1476","108605013",43,43,43,2,2016,2017,2018,"f",1,"f",12,12,113,1,1,"inc","y"
"1477","10860700",43,43,43,2,2013,2019,2019,"t",1,"f",92,92,113,NA,NA,NA,"n"
"1478","108608482",3,3,3,2,2016,2017,2017,"f",1,"f",9,9,113,1,1,"inc","y"
"1479","108621536",179,179,179,2,2016,2017,2017,"t",1,"f",9,9,113,1,1,"inc","y"
"1480","10864311",562,562,562,2,2013,2017,2019,"t",39,"f",30,30,332,NA,NA,NA,"n"
"1481","108653826",72,72,72,2,2016,2017,2017,"f",1,"f",13,13,113,1,1,"inc","y"
"1482","108657552",652,652,652,2,2016,2018,2018,"t",1,"f",37,37,216,NA,NA,NA,"n"
"1483","10870019",50,50,50,2,2013,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1484","10870477",3,3,3,25,2013,2018,2018,"f",1,"f",10,10,2,2,23,"inc","y"
"1485","10872717",586,586,586,2,2013,2016,2016,"t",32,"f",3,3,2,1,1,"inc","y"
"1486","108728751",342,342,342,2,2016,2018,2019,"t",49,"f",173,173,321,NA,NA,NA,"n"
"1487","10873558",25,25,25,2,2013,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1488","108746563",586,586,586,2,2016,2018,2019,"t",1,"t",337,337,343,1,1,"inc","y"
"1489","10875083",353,353,353,2,2013,2018,2018,"f",1,"f",27,27,113,NA,NA,NA,"n"
"1490","10875931",551,551,551,2,2013,2018,2019,"t",43,"f",545,545,307,NA,NA,NA,"n"
"1491","108781530",353,353,353,2,2016,2018,2018,"f",1,"f",18,18,2,NA,NA,NA,"n"
"1492","108786369",58,58,58,2,2016,2017,2017,"t",1,"f",31,31,343,1,1,"inc","y"
"1493","108810117",130,130,130,2,2016,2019,2019,"f",1,"f",46,46,2,NA,NA,NA,"n"
"1494","108836422",481,481,481,2,2016,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1495","10884060",509,509,509,2,2013,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1496","108865307",410,410,410,2,2016,2018,2018,"f",1,"f",44,44,2,NA,NA,NA,"n"
"1497","10887881",619,619,619,25,2013,2015,2016,"t",48,"f",57,57,199,2,23,"inc","y"
"1498","10889",232,231,233,25,2009,2010,2017,"t",46.5,"t",402,32,206.5,2,23,"inc","y"
"1499","108890111",634,634,634,2,2016,2019,2019,"f",1,"f",47,47,2,NA,NA,NA,"n"
"1500","108894035",72,72,72,2,2016,2017,2019,"f",50,"f",52,52,354,1,1,"inc","y"
"1501","108895568",510,510,510,2,2016,2018,2019,"f",43,"f",431,431,300,NA,NA,NA,"n"
"1502","108902280",528,528,528,2,2016,2018,2019,"f",37,"f",191,191,14,2,0,"same","y"
"1503","108922928",474,474,474,2,2016,2017,2017,"f",1,"f",5,5,2,1,1,"inc","y"
"1504","10893888",58,58,58,2,2013,2016,2017,"t",44,"f",14,14,306,3,-1,"dec","y"
"1505","10894722",634,634,634,2,2013,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1506","1089580",3,3,3,2,2011,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1507","10896584",43,43,43,2,2013,2015,2015,"t",49,"f",14,14,321,1,1,"inc","y"
"1508","10896859",92,92,92,2,2013,2017,2019,"f",1,"t",314,314,316,1,1,"inc","y"
"1509","10896884",659,659,659,2,2013,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1510","108973046",482,482,482,2,2016,2019,2019,"f",NA,"f",94,94,2,NA,NA,NA,"n"
"1511","108982711",140,140,140,2,2016,2017,2019,"f",1,"t",286,286,304,1,1,"inc","y"
"1512","10898617",586,586,586,2,2013,2017,2018,"t",48,"f",182,182,273,1,1,"inc","y"
"1513","10899109",3,3,3,37,2013,2015,2015,"t",1,"t",2,2,2,3,34,"inc","y"
"1514","1090021",3,3,3,37,2011,Inf,Inf,"t",NA,"f",-Inf,Inf,1,2,35,"inc","y"
"1515","109004750",401,401,401,2,2016,Inf,Inf,"t",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1516","109012504",401,401,401,2,2016,2017,2017,"f",1,"f",4,4,2,1,1,"inc","y"
"1517","10901619",54,54,54,2,2013,2016,2016,"t",42,"f",6,6,113,1,1,"inc","y"
"1518","109016966",481,481,481,73,2016,2017,2018,"t",49,"f",65,65,25,4,69,"inc","y"
"1519","10901705",43,43,43,2,2013,2018,2019,"f",51,"t",267,267,114,1,1,"inc","y"
"1520","10903067",136,136,136,2,2013,2017,2018,"t",46,"f",66,66,47,1,1,"inc","y"
"1521","109033183",401,401,401,2,2016,2017,2018,"t",1,"f",23,23,321,1,1,"inc","y"
"1522","10904011",619,619,619,2,2013,2018,2018,"f",1,"f",16,16,113,2,0,"same","y"
"1523","109040481",50,50,50,2,2016,2018,2019,"f",48,"t",439,439,224,NA,NA,NA,"n"
"1524","109048",354,354,354,25,2010,2016,2018,"t",1,"f",7,7,113,NA,NA,NA,"n"
"1525","109061785",25,25,25,2,2016,2018,2019,"f",47,"f",271,271,177,NA,NA,NA,"n"
"1526","10906528",199,199,199,2,2013,2015,2016,"t",46,"f",31,31,47,1,1,"inc","y"
"1527","109074907",92,92,92,2,2016,2017,2017,"f",NA,"f",6,6,2,1,1,"inc","y"
"1528","1090764",659,659,659,2,2011,2012,2017,"t",50,"f",32,32,188,NA,NA,NA,"n"
"1529","10909829",107,92,122,25,2013,2014,2018,"t",26,"t",174,173,171,2,23,"inc","y"
"1530","10910171",67.5,43,92,37,2013,2016,2018,"f",48,"t",482,445,192,1,36,"inc","y"
"1531","10910216",444,444,444,2,2013,2015,2016,"f",1,"f",9,9,276,1,1,"inc","y"
"1532","109106746",586,586,586,2,2016,2017,2017,"f",37,"f",23,23,306,1,1,"inc","y"
"1533","109141116",603,603,603,2,2016,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1534","10914119",98,98,98,2,2013,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1535","109142193",565,565,565,2,2016,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1536","109146538",533,533,533,2,2016,2017,2019,"f",51,"t",267,267,232,1,1,"inc","y"
"1537","10914834",193,193,193,2,2013,2017,2019,"t",50,"t",430,430,349,1,1,"inc","y"
"1538","109155011",586,586,586,2,2016,2017,2019,"f",47,"t",369,369,328,1,1,"inc","y"
"1539","10915812",105,105,105,2,2013,2018,2019,"t",50,"t",111,111,25,NA,NA,NA,"n"
"1540","109162710",75,75,75,2,2016,2017,2019,"f",48,"t",164,164,253,1,1,"inc","y"
"1541","10916642",50,50,50,2,2013,2018,2018,"t",1,"f",7,7,2,NA,NA,NA,"n"
"1542","10917475",619,619,619,2,2013,2018,2019,"f",44,"f",489,489,295,NA,NA,NA,"n"
"1543","1091832",650,650,650,2,2011,2014,2019,"t",46,"f",24,24,47,1,1,"inc","y"
"1544","10918472",586,586,586,2,2013,2018,2018,"t",49,"f",49,49,321,1,1,"inc","y"
"1545","1091875",650,650,650,2,2011,2014,2019,"t",43,"f",190,190,18,1,1,"inc","y"
"1546","109189054",551,551,551,2,2016,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1547","109195230",420,420,420,2,2016,2017,2018,"f",1,"f",48,48,332,1,1,"inc","y"
"1548","109196702",139.5,92,187,37,2016,2018,2018,"f",1,"f",52,52,138.5,NA,NA,NA,"n"
"1549","10920393",263,263,263,2,2013,2016,2017,"f",42,"f",17,17,306,1,1,"inc","y"
"1550","1092203",92,92,92,2,2011,2018,2019,"f",47,"f",287,287,343,NA,NA,NA,"n"
"1551","10922271",55,55,55,2,2013,2017,2018,"t",1,"f",23,23,321,1,1,"inc","y"
"1552","109270724",181,181,181,2,2016,2017,2017,"f",1,"f",7,7,2,1,1,"inc","y"
"1553","109276977",528,528,528,2,2016,2019,2019,"t",1,"f",100,100,2,NA,NA,NA,"n"
"1554","10928484",292,292,292,37,2013,Inf,Inf,"t",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1555","10928857",50,50,50,2,2013,2014,2015,"t",49,"f",13,13,343,1,1,"inc","y"
"1556","10929225",533,533,533,2,2013,2016,2016,"t",1,"f",6,6,113,1,1,"inc","y"
"1557","10929586",16,16,16,2,2013,2014,2014,"t",32,"f",2,2,2,1,1,"inc","y"
"1558","10929607",130,130,130,2,2013,2019,2019,"t",49,"f",666,666,343,NA,NA,NA,"n"
"1559","10929872",644,644,644,2,2013,2014,2019,"t",49,"t",294,294,38,1,1,"inc","y"
"1560","109306113",88,88,88,2,2017,2018,2019,"f",48,"f",383,383,217,NA,NA,NA,"n"
"1561","10930874",3,3,3,2,2013,2014,2014,"t",32,"f",2,2,2,1,1,"inc","y"
"1562","1093167",92,92,92,2,2011,2018,2018,"t",45,"f",60,60,216,NA,NA,NA,"n"
"1563","1093220",443,443,443,37,2011,2013,2018,"t",41,"f",52,31,86,2,35,"inc","y"
"1564","10932521",198,198,198,2,2013,2014,2018,"t",1,"f",23,23,25,NA,NA,NA,"n"
"1565","109327526",66,66,66,2,2017,2018,2019,"f",45,"f",440,440,298,NA,NA,NA,"n"
"1566","10933267",130,130,130,2,2013,2017,2018,"f",40,"f",153,153,199,1,1,"inc","y"
"1567","10934627",14,14,14,2,2013,2019,2019,"f",1,"f",81,81,2,NA,NA,NA,"n"
"1568","109357781",199,199,199,2,2017,2019,2019,"f",1,"f",45,45,2,NA,NA,NA,"n"
"1569","109371945",570,570,570,2,2017,2017,2017,"f",22,"f",11,11,113,1,1,"inc","y"
"1570","109378554",88,88,88,2,2017,2018,2019,"t",51,"f",376,376,91,NA,NA,NA,"n"
"1571","109381805",614,599,629,37,2017,2018,2019,"f",40.5,"f",277,87,171,NA,NA,NA,"n"
"1572","109393807",140,140,140,2,2017,2017,2018,"f",49,"f",150,150,270,1,1,"inc","y"
"1573","1094178",206,206,206,2,2011,2011,2019,"f",48,"t",188,188,82,1,1,"inc","y"
"1574","10945216",401,401,401,2,2014,2014,2014,"t",32,"f",2,2,2,1,1,"inc","y"
"1575","10945786",295,295,295,2,2014,2015,2015,"t",1,"f",2,2,2,1,1,"inc","y"
"1576","10947591",1,1,1,2,2014,2017,2018,"t",42,"f",67,67,25,1,1,"inc","y"
"1577","1094833",25,25,25,2,2011,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1578","10949644",653,653,653,2,2014,2014,2018,"t",49,"t",331,331,73,1,1,"inc","y"
"1579","109498113",50,50,50,37,2017,2017,2019,"t",49,"t",418,418,351,3,34,"inc","y"
"1580","109505",106,106,106,2,2010,2013,2019,"t",50,"t",149,149,364,1,1,"inc","y"
"1581","109507109",533,533,533,2,2017,2018,2019,"f",48,"t",309,309,58,NA,NA,NA,"n"
"1582","10951481",324,231,510,37,2014,2018,2019,"f",50.6666666666667,"t",609,417,238.333333333333,1,36,"inc","y"
"1583","109516888",130,130,130,2,2017,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1584","10952317",50,50,50,2,2014,2015,2016,"t",49,"f",14,14,332,1,1,"inc","y"
"1585","109526714",441,401,481,25,2017,2017,2019,"t",50,"t",500,434,176.5,2,23,"inc","y"
"1586","109527682",603,603,603,2,2017,2018,2018,"f",49,"t",49,49,332,1,1,"inc","y"
"1587","109533480",255.5,220,291,25,2017,2018,2018,"f",32,"f",91,43,57.5,2,23,"inc","y"
"1588","10953390",296,296,296,2,2014,2015,2015,"t",1,"f",2,2,2,1,1,"inc","y"
"1589","10953969",140,140,140,2,2014,2014,2018,"t",49,"t",182,182,12,NA,NA,NA,"n"
"1590","10954437",14,14,14,2,2014,2016,2017,"t",49,"f",78,78,158,1,1,"inc","y"
"1591","109550706",50,50,50,2,2017,2018,2018,"f",NA,"f",53,53,306,NA,NA,NA,"n"
"1592","109551284",43,43,43,25,2017,2018,2018,"f",25.5,"t",86,77,348.5,NA,NA,NA,"n"
"1593","109568065",132,132,132,2,2017,2017,2019,"t",49,"t",674,674,21,3,-1,"dec","y"
"1594","109589",169,169,169,2,2010,2011,2017,"t",50,"f",20,20,102,1,1,"inc","y"
"1595","109594651",492,492,492,2,2017,2018,2019,"f",49,"f",316,316,199,NA,NA,NA,"n"
"1596","1096084",3,3,3,2,2011,2011,2016,"t",45,"f",10,10,354,1,1,"inc","y"
"1597","10963050",233,233,233,2,2014,2015,2019,"t",50,"f",96,96,273,1,1,"inc","y"
"1598","109643927",193,193,193,2,2017,2017,2018,"f",48,"f",72,72,80,1,1,"inc","y"
"1599","109653199",140,140,140,25,2017,2017,2018,"t",47,"f",353,353,318,2,23,"inc","y"
"1600","109653516",3,3,3,2,2017,2017,2019,"t",48,"t",350,350,335,1,1,"inc","y"
"1601","109660521",570,570,570,2,2017,2017,2017,"f",48,"f",54,54,14,1,1,"inc","y"
"1602","10966079",594.5,586,603,67,2014,2016,2019,"t",48,"t",426,175,130.5,4,63,"inc","y"
"1603","10966450",233,233,233,2,2014,2017,2019,"t",50,"t",144,144,263,1,1,"inc","y"
"1604","109667882",570,570,570,25,2017,2017,2019,"f",47,"t",103,103,188,2,23,"inc","y"
"1605","1096918",84,84,84,2,2011,2012,2018,"t",45,"f",59,59,302,1,1,"inc","y"
"1606","10970798",509,509,509,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1607","109719378",43,43,43,2,2017,2018,2019,"f",41,"f",404,404,277,1,1,"inc","y"
"1608","10972311",140,140,140,2,2014,2018,2019,"f",46,"f",100,100,3,NA,NA,NA,"n"
"1609","10972334",614.5,570,659,25,2014,2014,2015,"f",24.5,"f",28,11,332,2,23,"inc","y"
"1610","109725962",24,24,24,2,2017,2017,2019,"t",49,"t",448,448,361,1,1,"inc","y"
"1611","10972769",233,233,233,2,2014,2017,2018,"t",1,"f",33,33,306,1,1,"inc","y"
"1612","109729836",650,650,650,2,2017,2017,2018,"t",47,"f",22,22,276,1,1,"inc","y"
"1613","109733032",533,533,533,2,2017,2017,2018,"f",50,"f",60,60,25,1,1,"inc","y"
"1614","109734523",50,50,50,2,2017,2017,2019,"f",1,"t",427,427,359,1,1,"inc","y"
"1615","10973455",92,92,92,2,2014,2014,2019,"t",46,"f",73,73,298,1,1,"inc","y"
"1616","109738",115,115,115,2,2010,2014,2019,"t",45,"f",341,341,57,1,1,"inc","y"
"1617","10973901",582,582,582,2,2014,2016,2018,"f",42,"f",70,70,125,1,1,"inc","y"
"1618","10974237",620,620,620,2,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1619","10974421",169,169,169,2,2014,2015,2016,"t",49,"f",17,17,343,1,1,"inc","y"
"1620","10974696",166,166,166,2,2014,2017,2019,"f",1,"t",97,97,58,1,1,"inc","y"
"1621","1097545",586.333333333333,565,629,37,2011,2011,2018,"t",47.6666666666667,"t",357,114,181.333333333333,3,34,"inc","y"
"1622","10975987",92,92,92,2,2014,2015,2019,"t",50,"t",290,290,15,1,1,"inc","y"
"1623","10976977",73,73,73,2,2014,2014,2018,"f",39,"f",40,40,147,NA,NA,NA,"n"
"1624","109773614",533,533,533,25,2017,2017,2018,"t",51,"f",135,135,232,1,24,"inc","y"
"1625","1097753",50,50,50,2,2011,2017,2019,"t",48,"t",153,153,199,1,1,"inc","y"
"1626","10979123",122,122,122,2,2014,2017,2019,"t",51,"t",160,160,147,1,1,"inc","y"
"1627","10980633",570,570,570,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1628","10980714",481,481,481,2,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1629","10980826",25,25,25,2,2014,2017,2019,"t",45,"f",298,298,281,1,1,"inc","y"
"1630","1098087",192,192,192,2,2011,2011,2017,"t",45,"f",21,21,102,1,1,"inc","y"
"1631","10981050",50,50,50,2,2014,2014,2019,"t",46,"t",163,163,361,1,1,"inc","y"
"1632","10981052",443,443,443,2,2014,2018,2018,"t",1,"f",35,35,306,1,1,"inc","y"
"1633","109828555",623,623,623,2,2017,2017,2018,"f",47,"f",71,71,58,1,1,"inc","y"
"1634","109836240",199,199,199,2,2017,2018,2019,"f",47,"t",312,312,168,1,1,"inc","y"
"1635","109843377",533,533,533,2,2017,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1636","109852649",551,551,551,2,2017,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1637","109854433",351,43,659,25,2017,2017,2019,"t",49,"t",361,361,165.5,2,23,"inc","y"
"1638","109855383",401,401,401,2,2017,2017,2018,"t",48,"f",27,27,321,1,1,"inc","y"
"1639","109859103",47,47,47,2,2017,Inf,Inf,"t",NA,"f",-Inf,Inf,1,2,0,"same","y"
"1640","109865937",270,270,270,2,2017,2017,2019,"f",1,"t",135,135,224,1,1,"inc","y"
"1641","10987233",109,109,109,2,2014,2014,2019,"t",49,"t",345,345,74,1,1,"inc","y"
"1642","109874158",443,443,443,2,2017,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1643","109877852",604,604,604,2,2017,2018,2019,"f",45,"f",331,331,177,NA,NA,NA,"n"
"1644","109879",140,140,140,2,2010,2017,2017,"t",1,"f",23,23,306,1,1,"inc","y"
"1645","109884885",162,162,162,2,2017,2017,2017,"f",47,"f",22,22,276,1,1,"inc","y"
"1646","109886922",633,633,633,2,2017,2017,2018,"t",37,"f",27,27,321,1,1,"inc","y"
"1647","1098902",306.5,145,468,25,2011,2015,2019,"t",47,"f",291,291,6.5,2,23,"inc","y"
"1648","10989161",66,66,66,2,2014,2018,2019,"f",45,"f",660,660,102,NA,NA,NA,"n"
"1649","109904033",473,473,473,34,2017,Inf,Inf,"t",NA,"t",-Inf,Inf,1,198,-164,"dec","y"
"1650","109908957",441,401,481,25,2017,2017,2018,"f",37,"f",43,23,332,2,23,"inc","y"
"1651","109909474",3,3,3,2,2017,2017,2019,"f",51,"t",524,524,335,1,1,"inc","y"
"1652","10990986",130,130,130,2,2014,2016,2016,"f",1,"f",8,8,216,1,1,"inc","y"
"1653","10992588",54.5,29,80,59,2014,2014,2019,"t",49.5,"t",547,545,188.5,5,54,"inc","y"
"1654","109930093",99,32,166,50,2017,2017,2018,"f",44,"f",106,104,206,1,49,"inc","y"
"1655","109931171",570,570,570,2,2017,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1656","10994250",481,481,481,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1657","1099466",50,50,50,2,2011,2014,2019,"t",50,"t",153,153,346,1,1,"inc","y"
"1658","10994664",359.75,281,509,73,2014,2018,2018,"f",3,"f",34,14,15.125,3,70,"inc","y"
"1659","10994728",92,92,92,2,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1660","10994839",50,50,50,25,2014,2017,2018,"f",49,"f",130,130,125,3,22,"inc","y"
"1661","10995060",551,551,551,2,2014,2018,2018,"t",1,"f",56,56,321,1,1,"inc","y"
"1662","10995590",92,92,92,1,2014,2015,2015,"t",NA,"f",2,2,2,0,1,"inc","y"
"1663","10995888",146,146,146,2,2014,2018,2019,"t",45,"f",54,54,216,NA,NA,NA,"n"
"1664","10995969",539,539,539,2,2014,2017,2017,"f",1,"f",15,15,216,1,1,"inc","y"
"1665","109963430",342,342,342,2,2017,2018,2019,"t",46,"f",427,427,253,NA,NA,NA,"n"
"1666","1099716",619,619,619,2,2011,2012,2019,"t",43,"f",135,135,6,1,1,"inc","y"
"1667","109981",43,43,43,25,2010,2018,2019,"f",48,"t",143,143,14,NA,NA,NA,"n"
"1668","10999333",140,140,140,2,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1669","110000270",146,146,146,2,2017,2017,2019,"t",46,"f",508,508,353,2,0,"same","y"
"1670","110009298",325,325,325,2,2017,2017,2019,"t",45,"f",329,329,326,1,1,"inc","y"
"1671","1100212",58,58,58,25,2011,2018,2018,"t",1,"f",17,17,2,NA,NA,NA,"n"
"1672","110026778",39,39,39,2,2017,2017,2018,"f",46,"f",69,69,91,1,1,"inc","y"
"1673","11002711",599,599,599,2,2014,2018,2018,"f",1,"f",83,83,276,NA,NA,NA,"n"
"1674","110031106",619,619,619,2,2017,2017,2017,"f",42,"f",14,14,216,1,1,"inc","y"
"1675","11003269",92,92,92,2,2014,2017,2019,"t",50,"f",113,113,177,1,1,"inc","y"
"1676","11004198",50,50,50,2,2014,2015,2016,"t",1,"f",5,5,113,NA,NA,NA,"n"
"1677","110042455",130,130,130,2,2017,Inf,Inf,"f",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1678","110044619",21,21,21,2,2017,2018,2018,"f",45,"f",68,68,276,NA,NA,NA,"n"
"1679","1100494",492,492,492,2,2011,2018,2018,"t",1,"f",27,27,113,3,-1,"dec","y"
"1680","110049608",659,659,659,2,2017,2017,2019,"f",1,"t",335,335,325,1,1,"inc","y"
"1681","110049861",2,2,2,2,2017,Inf,Inf,"t",NA,"f",-Inf,Inf,1,NA,NA,NA,"n"
"1682","110050850",43,43,43,2,2017,2017,2018,"f",50,"t",98,98,158,1,1,"inc","y"
"1683","11005274",50,50,50,2,2014,2017,2019,"t",48,"f",288,288,263,1,1,"inc","y"
"1684","110058188",494.5,474,515,25,2017,2018,2019,"f",32,"f",87,87,108.5,NA,NA,NA,"n"
"1685","110062117",233,233,233,2,2017,2017,2019,"t",1,"t",274,274,303,1,1,"inc","y"
"1686","110062861",35.5,25,46,25,2017,2018,2019,"f",49,"f",153,153,13,3,22,"inc","y"
"1687","1100659",474,474,474,2,2011,2016,2019,"t",50,"t",380,380,362,1,1,"inc","y"
"1688","110076608",402,402,402,2,2017,2017,2019,"f",42,"f",199,199,302,1,1,"inc","y"
"1689","110081618",78.5,65,92,50,2017,2017,2019,"t",47.5,"t",774,412,182.5,2,48,"inc","y"
"1690","110088704",512.75,481,533,59,2017,2018,2018,"f",42.25,"f",320,170,157,NA,NA,NA,"n"
"1691","110096946",73.5,55,92,25,2017,2018,2018,"f",1,"f",54,48,113,NA,NA,NA,"n"
"1692","11010011",58,58,58,2,2014,2015,2017,"t",48,"f",19,19,354,1,1,"inc","y"
"1693","11010205",575.333333333333,528,599,37,2014,2016,2018,"t",12.6666666666667,"f",21,12,112,4,33,"inc","y"
"1694","110115422",92,92,92,2,2017,2018,2019,"f",51,"t",773,773,295,NA,NA,NA,"n"
"1695","11012377",92,92,92,2,2014,2019,2019,"t",1,"f",46,46,2,NA,NA,NA,"n"
"1696","11012889",518,518,518,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1697","11013095",92,92,92,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1698","11013791",3,3,3,25,2014,2016,2017,"t",1,"f",12,12,276,2,23,"inc","y"
"1699","110142237",634,634,634,2,2017,2017,2019,"f",45,"t",149,149,136,1,1,"inc","y"
"1700","11017415",586,586,586,2,2014,Inf,Inf,"f",NA,"f",-Inf,Inf,1,1,1,"inc","y"
"1701","11017633",199,199,199,2,2014,Inf,Inf,"t",NA,"f",-Inf,Inf,1,1,1,"inc","y"
